"gene_name","n_syn","n_mis","n_non","n_spl","n_ind","wmis_cv","wnon_cv","wspl_cv","wind_cv","pmis_cv","ptrunc_cv","pallsubs_cv","pind_cv","qmis_cv","qtrunc_cv","qallsubs_cv","qind_cv","pglobal_cv","qglobal_cv","Extreme"
"PHACTR2",1,1,0,0,0,0.352378571216468,0,0,0,0.350781548267716,0.364712229523695,0.488326239194502,1,0.77336143087568,0.830632506380491,0.896241183646578,1,0.83834460606836,0.999999999917176,FALSE
"PPP1R3C",0,3,0,0,0,2.70072505013678,0,0,0,0.301699978566511,0.646616735429581,0.488366429625146,1,0.756350966017346,0.830632506380491,0.896241183646578,1,0.838373411772735,0.999999999917176,FALSE
"DNAJB12",0,0,0,0,0,0,0,0,0,0.250661041113249,0.677218515701417,0.488500079859611,1,0.737849630351369,0.830632506380491,0.896241183646578,1,0.838469179176089,0.999999999917176,FALSE
"TBC1D24",1,4,0,0,0,2.13138686292942,0,0,0,0.338718635117777,0.557641474707056,0.488524603334108,1,0.767972216213536,0.830632506380491,0.896241183646578,1,0.838486747561316,0.999999999917176,FALSE
"RWDD1",0,0,0,0,0,0,0,0,0,0.266354350485205,0.589478220892296,0.488662485757854,1,0.743063152574805,0.830632506380491,0.896241183646578,1,0.838585502308669,0.999999999917176,FALSE
"FANCL",2,4,0,0,0,1.22990895794104,0,0,0,0.776846319234522,0.279277331588198,0.488671704087758,1,0.947900494132429,0.830632506380491,0.896241183646578,1,0.838592103313275,0.999999999917176,FALSE
"TMC8",1,4,0,0,0,2.01592892648441,0,0,0,0.375677539593611,0.507844932960258,0.488717874483206,1,0.782121797716283,0.830632506380491,0.896241183646578,1,0.838625162107662,0.999999999917176,FALSE
"ERV3-1",0,5,0,0,0,1.91273712368381,0,0,0,0.4612479973216,0.46527590194225,0.488778716995989,1,0.821089954980179,0.830632506380491,0.896241183646578,1,0.838668719728332,0.999999999917176,FALSE
"TMEM184C",0,2,0,1,0,1.84694857483393,5.29964771534378,5.29964771534378,0,0.566478977135665,0.240751400721935,0.488822116372222,1,0.869267723926428,0.830632506380491,0.896241183646578,1,0.838699785046063,0.999999999917176,FALSE
"TMEM154",0,0,0,0,0,0,0,0,0,0.266126673537881,0.591363942339746,0.488885765577718,1,0.742974016955385,0.830632506380491,0.896241183646578,1,0.838745338242949,0.999999999917176,FALSE
"FGF11",0,0,0,0,0,0,0,0,0,0.252406825032541,0.667186632339792,0.488895905455758,1,0.739038945561641,0.830632506380491,0.896241183646578,1,0.838752594502467,0.999999999917176,FALSE
"ZNF836",1,6,0,0,0,1.13829964802875,0,0,0,0.861926381352007,0.276528364432405,0.488927125277835,1,0.975004913768672,0.830632506380491,0.896241183646578,1,0.838774934587819,0.999999999917176,FALSE
"PLOD1",2,5,0,0,0,1.45842811960636,0,0,0,0.584701498468645,0.344126371406688,0.489010129299944,1,0.87757319924509,0.830632506380491,0.896241183646578,1,0.838834320392285,0.999999999917176,FALSE
"PPP1R42",0,1,0,1,0,0.589105204192163,3.54179826046999,3.54179826046999,0,0.677547779422134,0.35958297455489,0.489065855730254,1,0.914888195410539,0.830632506380491,0.896241183646578,1,0.838874182349286,0.999999999917176,FALSE
"CCDC194",0,0,0,0,0,0,0,0,0,0.250254212833589,0.683485577514498,0.489100918689648,1,0.737756751940559,0.830632506380491,0.896241183646578,1,0.838899260158987,0.999999999917176,FALSE
"NTN4",0,5,1,0,0,2.44862119026362,3.6995408715101,3.6995408715101,0,0.301076316521337,0.344748818767369,0.489172565639996,1,0.756350966017346,0.830632506380491,0.896241183646578,1,0.83895049583843,0.999999999917176,FALSE
"COPE",0,0,0,0,0,0,0,0,0,0.255974084325879,0.645981693365027,0.489222992808004,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.838986550679369,0.999999999917176,FALSE
"DYNLT2",0,0,0,0,0,0,0,0,0,0.258983647411856,0.628919766067806,0.489303261508485,1,0.740830793502531,0.830632506380491,0.896241183646578,1,0.839043931148649,0.999999999917176,FALSE
"SCGB1D1",0,0,0,0,0,0,0,0,0,0.258015095490528,0.634979384060614,0.489438387145806,1,0.74023497147082,0.830632506380491,0.896241183646578,1,0.83914049662444,0.999999999917176,FALSE
"RAB40C",0,2,0,0,0,3.30764089033559,0,0,0,0.267557346364563,0.729332958278071,0.489464914479682,1,0.743619029178687,0.831510818112249,0.896241183646578,1,0.83915944959792,0.999999999917176,FALSE
"POTED",1,5,0,0,0,1.3381313226965,0,0,0,0.702243733624414,0.315925233783844,0.489622932573145,1,0.923623042454871,0.830632506380491,0.896241183646578,1,0.839272318934586,0.999999999917176,FALSE
"ZNF771",0,0,0,0,0,0,0,0,0,0.248460944709956,0.700599327663754,0.489677961339733,1,0.737265528807361,0.830632506380491,0.896241183646578,1,0.839311612969166,0.999999999917176,FALSE
"HPCA",2,2,1,0,0,1.09125206597025,4.85051303684046,4.85051303684046,0,0.92178501893166,0.234717683149147,0.489720960173881,1,0.985429217895088,0.830632506380491,0.896241183646578,1,0.839342312563926,0.999999999917176,FALSE
"PCYT1B",1,7,1,0,0,2.27893479123715,2.04696471649658,2.04696471649658,0,0.23698508100852,0.567294222400532,0.489792091348941,1,0.73373314420047,0.830632506380491,0.896241183646578,1,0.839393089332626,0.999999999917176,FALSE
"MPST",0,0,0,0,0,0,0,0,0,0.246979207456292,0.714475511378254,0.489930614654397,1,0.737265528807361,0.830632506380491,0.896241183646578,1,0.839491944118642,0.999999999917176,FALSE
"TPD52L1",0,1,0,1,0,0.833059440524759,4.64091743695383,4.64091743695383,0,0.886645273367388,0.275492243743587,0.489955474526401,1,0.979091751141223,0.830632506380491,0.896241183646578,1,0.839509680795319,0.999999999917176,FALSE
"PTPN1",0,3,0,0,0,2.35961573137319,0,0,0,0.373330350460845,0.537360105382824,0.490016858222514,1,0.781483553007692,0.830632506380491,0.896241183646578,1,0.839553470581102,0.999999999917176,FALSE
"MAP1LC3B2",0,2,0,0,0,3.27075779051244,0,0,0,0.271936630195064,0.716807799946855,0.490222232807918,1,0.745344939994025,0.830632506380491,0.896241183646578,1,0.839699924420858,0.999999999917176,FALSE
"ENTPD5",1,1,0,1,0,0.54363641193798,3.24459609040777,3.24459609040777,0,0.592405626238961,0.367167164248068,0.490258645027272,1,0.880475405198227,0.830632506380491,0.896241183646578,1,0.83972588121067,0.999999999917176,FALSE
"MIA",1,0,0,0,0,0,0,0,0,0.261017577535148,0.648729370641612,0.490293858878635,1,0.740955019227351,0.830632506380491,0.896241183646578,1,0.839750981160346,0.999999999917176,FALSE
"LY96",0,1,1,0,0,1.05601010845398,5.17355296510308,5.17355296510308,0,0.966326802263782,0.246754167450073,0.490617014401147,1,0.994483931026008,0.830632506380491,0.896241183646578,1,0.839981203900493,0.999999999917176,FALSE
"MTMR4",2,10,1,0,0,2.02322532916084,1.62063639966502,1.62063639966502,0,0.232758862990607,0.684345539421667,0.49063583506223,1,0.733052382276369,0.830632506380491,0.896241183646578,1,0.839994605571666,0.999999999917176,FALSE
"ELOVL1",0,0,0,0,0,0,0,0,0,0.256557231511656,0.649219953771135,0.490637779400426,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.839995990039866,0.999999999917176,FALSE
"TIMM23B",0,0,0,0,0,0,0,0,0,0.261017673108953,0.623724131009016,0.490640658718228,1,0.740955019227351,0.830632506380491,0.896241183646578,1,0.839998040247192,0.999999999917176,FALSE
"APOL6",0,3,0,0,0,2.66443829928853,0,0,0,0.308431718527557,0.637320922007432,0.490834702395356,1,0.758586047497266,0.830632506380491,0.896241183646578,1,0.840136169376416,0.999999999917176,FALSE
"DEUP1",0,7,1,0,0,2.63468846807046,1.83055397381015,1.83055397381015,0,0.234684099799164,0.6479144438616,0.490867901445609,1,0.733316662381462,0.830632506380491,0.896241183646578,1,0.840159794286846,0.999999999917176,FALSE
"PALMD",2,3,0,0,0,0.642563373172512,0,0,0,0.572971397833155,0.251047208265991,0.490899661622184,1,0.871751257384158,0.830632506380491,0.896241183646578,1,0.840182393173057,0.999999999917176,FALSE
"IER3",1,0,0,0,0,0,0,0,0,0.246257462806106,0.748952491432299,0.490909744981661,1,0.736576987930968,0.83378585105515,0.896241183646578,1,0.840189567536333,0.999999999917176,FALSE
"KRTAP22-2",0,0,0,0,0,0,0,0,0,0.250547302308791,0.691859917084653,0.490964305540328,1,0.737849630351369,0.830632506380491,0.896241183646578,1,0.84022838406844,0.999999999917176,FALSE
"SPATA9",0,2,1,0,0,1.63151133767195,5.43222075871741,5.43222075871741,0,0.647418411100317,0.23472642264498,0.491032184879044,1,0.904604967000439,0.830632506380491,0.896241183646578,1,0.840276667641652,0.999999999917176,FALSE
"LDB3",6,5,1,0,0,0.519638482262949,1.03352379097779,1.03352379097779,0,0.250394590146809,0.975391246204171,0.491049505069992,1,0.737756751940559,0.981657310587052,0.896241183646578,1,0.840288986245855,0.999999999917176,FALSE
"HHIP",1,5,0,0,0,1.03709486603659,0,0,0,0.962346923603471,0.258483006403193,0.491149230722236,1,0.99426843207037,0.830632506380491,0.896241183646578,1,0.84035990203423,0.999999999917176,FALSE
"H1-6",1,4,0,0,0,2.22824242418004,0,0,0,0.310985196726079,0.611003224634058,0.491218306413919,1,0.758870306889618,0.830632506380491,0.896241183646578,1,0.840409010495654,0.999999999917176,FALSE
"CCDC14",0,6,1,0,0,2.62775099663201,2.7273658298245,2.7273658298245,0,0.247415948527695,0.459404828758247,0.491246455709828,1,0.737265528807361,0.830632506380491,0.896241183646578,1,0.840429020084356,0.999999999917176,FALSE
"ATP6V0D2",2,5,2,0,0,1.1924694774588,3.06785527281677,3.06785527281677,0,0.799475021786672,0.238024790087218,0.49144614372293,1,0.954783305303109,0.830632506380491,0.896241183646578,1,0.840570919606946,0.999999999917176,FALSE
"KIF5B",1,4,0,0,0,1.35370896819003,0,0,0,0.703951567974894,0.313476654832682,0.491454890648729,1,0.923963659709325,0.830632506380491,0.896241183646578,1,0.840577133370741,0.999999999917176,FALSE
"TREX2",1,4,0,0,0,2.30725481158558,0,0,0,0.290335753644673,0.658346617574166,0.491574418062616,1,0.753678395390432,0.830632506380491,0.896241183646578,1,0.840662029333269,0.999999999917176,FALSE
"ADPRH",1,5,0,0,0,1.78642270386585,0,0,0,0.441232325177466,0.451063898660538,0.491582320828546,1,0.811006454027769,0.830632506380491,0.896241183646578,1,0.84066764135528,0.999999999917176,FALSE
"MTF2",0,1,1,0,0,0.734006292172559,4.2482158353321,4.2482158353321,0,0.808710944719304,0.300959939762153,0.491592795129831,1,0.957364952570815,0.830632506380491,0.896241183646578,1,0.840675079315946,0.999999999917176,FALSE
"DNAJC11",1,4,0,0,0,1.65898364579882,0,0,0,0.523494545500672,0.38984861806139,0.491635413912306,1,0.853075914716835,0.830632506380491,0.896241183646578,1,0.84070534126024,0.999999999917176,FALSE
"AFMID",2,3,0,0,0,1.9919863137688,0,0,0,0.389391871237135,0.471830140067016,0.491666060355539,1,0.786836059409438,0.830632506380491,0.896241183646578,1,0.840727099827295,0.999999999917176,FALSE
"OR51B5",6,10,0,0,0,0.859355454351114,0,0,0,0.754511864176329,0.235827101871531,0.491695496908171,1,0.942360574591624,0.830632506380491,0.896241183646578,1,0.8407479975895,0.999999999917176,FALSE
"SLC7A8",5,5,0,0,0,0.897347436189014,0,0,0,0.855141006622582,0.233470306647703,0.491743826592375,1,0.972560936509205,0.830632506380491,0.896241183646578,1,0.840782304247571,0.999999999917176,FALSE
"ANGPTL1",2,2,0,0,0,0.480857144635381,0,0,0,0.397615074754717,0.331026951478276,0.491803360433677,1,0.790469395790184,0.830632506380491,0.896241183646578,1,0.840824557608256,0.999999999917176,FALSE
"C2orf74",0,0,0,0,0,0,0,0,0,0.260134267428857,0.633805068674836,0.491825116004,1,0.740830793502531,0.830632506380491,0.896241183646578,1,0.840839996540075,0.999999999917176,FALSE
"HERPUD2",1,4,0,0,0,1.79982368309353,0,0,0,0.458319032557278,0.433099343175876,0.491837131678431,1,0.819574842368085,0.830632506380491,0.896241183646578,1,0.840848523101351,0.999999999917176,FALSE
"MMP17",2,7,0,1,0,1.92460567379667,2.91941239656452,2.91941239656452,0,0.302942593382281,0.395604295874949,0.492059318346779,1,0.756350966017346,0.830632506380491,0.896241183646578,1,0.841006138282355,0.999999999917176,FALSE
"FAM160B1",0,4,1,0,0,2.46944488622391,3.79180522119607,3.79180522119607,0,0.317080511720062,0.336585541720276,0.492122791737987,1,0.761247800531931,0.830632506380491,0.896241183646578,1,0.841051146725113,0.999999999917176,FALSE
"FAM193B",1,1,0,0,0,0.32094598150188,0,0,0,0.307912784754091,0.443504109159628,0.492126109286371,1,0.758279132620096,0.830632506380491,0.896241183646578,1,0.841053498945365,0.999999999917176,FALSE
"MTX2",0,2,1,0,0,2.0021419193668,5.06977144753555,5.06977144753555,0,0.516714351575271,0.25190686441477,0.492159089921307,1,0.850908831141514,0.830632506380491,0.896241183646578,1,0.841076881779138,0.999999999917176,FALSE
"PIK3CD",2,2,0,0,0,0.489210863062854,0,0,0,0.408944639286976,0.322693236057122,0.492170812049453,1,0.797085699126737,0.830632506380491,0.896241183646578,1,0.84108519208052,0.999999999917176,FALSE
"RNF186",0,0,0,0,0,0,0,0,0,0.245252568038596,0.745820926954586,0.492171440443796,1,0.736576987930968,0.833399774697879,0.896241183646578,1,0.84108563756737,0.999999999917176,FALSE
"NAXE",0,0,0,0,0,0,0,0,0,0.256084393605811,0.659869274042729,0.492203325377823,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.841108240662408,0.999999999917176,FALSE
"CACFD1",1,0,0,0,0,0,0,0,0,0.257334637580867,0.6778934999641,0.492328547437095,1,0.739963878543809,0.830632506380491,0.896241183646578,1,0.841196990067608,0.999999999917176,FALSE
"UBXN8",0,0,0,0,0,0,0,0,0,0.267175637284482,0.599985202871733,0.492353688436162,1,0.743226112298433,0.830632506380491,0.896241183646578,1,0.841214804564059,0.999999999917176,FALSE
"FHOD1",3,6,0,0,0,1.33849616762641,0,0,0,0.638099196525297,0.318294624859351,0.492358908725351,1,0.901618385759026,0.830632506380491,0.896241183646578,1,0.841218503413748,0.999999999917176,FALSE
"BLK",3,10,1,1,0,1.73830586101282,2.36417365593146,2.36417365593146,0,0.315219027989491,0.342425924385209,0.492382022692543,1,0.760595633000936,0.830632506380491,0.896241183646578,1,0.841234880211161,0.999999999917176,FALSE
"NPR2",3,3,1,0,0,0.448384790497901,1.15118068744115,1.15118068744115,0,0.274898657478948,0.90014415337485,0.492446365881605,1,0.747566462416372,0.922614148242539,0.896241183646578,1,0.841280463182104,0.999999999917176,FALSE
"SLC25A17",0,0,0,0,0,0,0,0,0,0.261763430562049,0.627633975991354,0.492456412986574,1,0.740955019227351,0.830632506380491,0.896241183646578,1,0.841287580144606,0.999999999917176,FALSE
"ZFAND2A",1,0,0,0,0,0,0,0,0,0.256996004147503,0.680756209250969,0.492511229708215,1,0.739729660829601,0.830632506380491,0.896241183646578,1,0.841326406481527,0.999999999917176,FALSE
"BATF3",0,0,0,0,0,0,0,0,0,0.255871642926911,0.663537279209472,0.492658056157807,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.841430372671429,0.999999999917176,FALSE
"TMPRSS13",3,5,0,0,0,0.84114023369428,0,0,0,0.790307633280384,0.234210129937166,0.4926931427085,1,0.952918751803464,0.830632506380491,0.896241183646578,1,0.841455210592768,0.999999999917176,FALSE
"KRTDAP",0,0,0,0,0,0,0,0,0,0.27051339755339,0.586314979549231,0.492711563912055,1,0.744890741930121,0.830632506380491,0.896241183646578,1,0.841468250042314,0.999999999917176,FALSE
"DHRS1",0,0,0,0,0,0,0,0,0,0.256525432214353,0.659603941831859,0.492714456011586,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.841470297152511,0.999999999917176,FALSE
"TCF24",0,0,0,0,0,0,0,0,0,0.24417791762532,0.761968967652507,0.492809344172217,1,0.736146245959163,0.83783209697192,0.896241183646578,1,0.841537452273045,0.999999999917176,FALSE
"RNF223",0,0,0,0,0,0,0,0,0,0.24473397693477,0.756783900973376,0.49291611060318,1,0.736576987930968,0.836254961885662,0.896241183646578,1,0.841612992148242,0.999999999917176,FALSE
"PADI6",2,5,0,0,0,0.897850196779258,0,0,0,0.877387423145896,0.237158098070609,0.49297398597352,1,0.977424458937096,0.830632506380491,0.896241183646578,1,0.841653930729895,0.999999999917176,FALSE
"CH507-9B2.1",0,0,0,0,0,0,0,0,0,0.25579312458285,0.665697022380241,0.492980895091287,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.84165881749269,0.999999999917176,FALSE
"ICOSLG",0,0,0,0,0,0,0,0,0,0.25579312458285,0.665697022380241,0.492980895091287,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.84165881749269,0.999999999917176,FALSE
"CDC16",0,2,1,0,0,1.89309608296447,5.18502085225728,5.18502085225728,0,0.551001244114978,0.246196784977705,0.493076360419444,1,0.862569442518405,0.830632506380491,0.896241183646578,1,0.84172632943097,0.999999999917176,FALSE
"DNAH3",21,53,3,1,0,1.01002855460108,0.575524490478356,0.575524490478356,0,0.968337679119702,0.278416041377227,0.493266312368012,1,0.99477536827265,0.830632506380491,0.896241183646578,1,0.841860606203782,0.999999999917176,FALSE
"PLEKHA8",1,5,0,1,0,2.30837083025754,2.52910966759592,2.52910966759592,0,0.263470840722911,0.467106390452013,0.49341521480149,1,0.740955019227351,0.830632506380491,0.896241183646578,1,0.841965813984033,0.999999999917176,FALSE
"ASCC2",1,6,0,1,0,2.24635123272273,2.51574816762432,2.51574816762432,0,0.260326604917703,0.469441874917894,0.493433535681262,1,0.740955019227351,0.830632506380491,0.896241183646578,1,0.841978755591031,0.999999999917176,FALSE
"PMPCA",2,1,0,0,0,0.370733737664506,0,0,0,0.343526352769634,0.404658127974418,0.493442353703288,1,0.770448458779329,0.830632506380491,0.896241183646578,1,0.841984984272962,0.999999999917176,FALSE
"LRP5",3,12,1,0,0,1.87469892220573,1.63508129223807,1.63508129223807,0,0.235541891487794,0.673224250321431,0.493457792142636,1,0.733316662381462,0.830632506380491,0.896241183646578,1,0.841995888961321,0.999999999917176,FALSE
"CCDC173",1,4,0,0,0,1.11629955022486,0,0,0,0.890832505334622,0.269971926207675,0.493517368218919,1,0.979520332518552,0.830632506380491,0.896241183646578,1,0.84203796501725,0.999999999917176,FALSE
"VKORC1",1,0,0,0,0,0,0,0,0,0.251390351388085,0.723623070258416,0.493589415878007,1,0.738528817042264,0.830719518853452,0.896241183646578,1,0.842088839615499,0.999999999917176,FALSE
"RRP9",1,4,0,0,0,1.78285267941115,0,0,0,0.465657250438251,0.429432620329071,0.493609453626255,1,0.823189487067288,0.830632506380491,0.896241183646578,1,0.842102986885963,0.999999999917176,FALSE
"SPIRE2",0,2,0,1,0,1.36970637485778,5.40750219538593,5.40750219538593,0,0.769061541492911,0.235828433550417,0.493614004442842,1,0.945821003028419,0.830632506380491,0.896241183646578,1,0.84210619978998,0.999999999917176,FALSE
"RTCA",1,1,0,1,0,0.644950931260351,3.7985445981369,3.7985445981369,0,0.702689356278801,0.313550054607138,0.493688208287585,1,0.923623042454871,0.830632506380491,0.896241183646578,1,0.842158582233666,0.999999999917176,FALSE
"AGK",1,6,0,1,0,2.32749847498655,1.99807499407272,1.99807499407272,0,0.239374072417017,0.579646784188375,0.493765559726538,1,0.734442308089636,0.830632506380491,0.896241183646578,1,0.842213174773935,0.999999999917176,FALSE
"CDV3",0,0,0,0,0,0,0,0,0,0.256418068226728,0.666748296543689,0.493989494891622,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.842371153804615,0.999999999917176,FALSE
"MEI1",2,11,1,0,0,1.96698218495081,1.25230501265902,1.25230501265902,0,0.24493362843784,0.845927191495495,0.494023220440542,1,0.736576987930968,0.884290694887036,0.896241183646578,1,0.842394937294161,0.999999999917176,FALSE
"ZNF655",3,3,0,0,0,0.653327112465022,0,0,0,0.563528465333319,0.261688758035403,0.494166095004155,1,0.868733492967915,0.830632506380491,0.896241183646578,1,0.842495667886114,0.999999999917176,FALSE
"E2F1",0,3,0,0,0,2.65490783334779,0,0,0,0.310231630938507,0.639622821113083,0.494182567026847,1,0.758870306889618,0.830632506380491,0.896241183646578,1,0.842507278470136,0.999999999917176,FALSE
"AK2",0,2,0,0,0,3.19134528407028,0,0,0,0.28172274820109,0.696846922216401,0.494188873615696,1,0.750843873707648,0.830632506380491,0.896241183646578,1,0.842511723630692,0.999999999917176,FALSE
"NAPG",2,1,0,0,0,0.419654479377712,0,0,0,0.410934032115861,0.334038377841565,0.494245861894093,1,0.797439776436592,0.830632506380491,0.896241183646578,1,0.842551887820618,0.999999999917176,FALSE
"RETREG1",2,3,0,0,0,0.652719604841967,0,0,0,0.586623199327979,0.251265872831286,0.494268907995845,1,0.878142839331193,0.830632506380491,0.896241183646578,1,0.842568128382605,0.999999999917176,FALSE
"PRR19",1,5,0,0,0,2.06847846985988,0,0,0,0.332578149710887,0.581252835674728,0.494301239983788,1,0.76532432493037,0.830632506380491,0.896241183646578,1,0.842590910886915,0.999999999917176,FALSE
"PTPN23",3,7,0,0,0,1.08224434846019,0,0,0,0.895540753393818,0.259025149991165,0.494401588894571,1,0.98053676622983,0.830632506380491,0.896241183646578,1,0.842661607562696,0.999999999917176,FALSE
"MROH6",0,3,0,0,0,2.65661006321918,0,0,0,0.309909163918207,0.640720529891726,0.494441961028254,1,0.758870306889618,0.830632506380491,0.896241183646578,1,0.842690044334367,0.999999999917176,FALSE
"RAPGEF1",3,5,0,0,0,0.898554402790128,0,0,0,0.869279265145643,0.23621967917071,0.494460094777849,1,0.97665698402519,0.830632506380491,0.896241183646578,1,0.842702816064162,0.999999999917176,FALSE
"CTC-251H24.14",0,0,0,0,0,0,0,0,0,0.253591571440449,0.68906030146684,0.494481307810044,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.842717755710745,0.999999999917176,FALSE
"TAS2R30",3,5,1,0,0,1.44522545459345,4.35952277644657,4.35952277644657,0,0.570432865991949,0.257046881352911,0.49454093804444,1,0.870230735918285,0.830632506380491,0.896241183646578,1,0.842759746465247,0.999999999917176,FALSE
"TIPARP",1,1,0,0,0,0.328274600908121,0,0,0,0.317945380117745,0.428073566987463,0.494614914085453,1,0.761247800531931,0.830632506380491,0.896241183646578,1,0.842811829338031,0.999999999917176,FALSE
"CREM",0,2,1,0,0,1.80535371274262,5.24975465343387,5.24975465343387,0,0.580957729572473,0.243093825865469,0.494669533971525,1,0.875378692236753,0.830632506380491,0.896241183646578,1,0.842850277398712,0.999999999917176,FALSE
"ZNF616",1,11,1,0,0,2.15001336933322,1.55900756384104,1.55900756384104,0,0.238170314087288,0.716684275938002,0.494826245548884,1,0.73373314420047,0.830632506380491,0.896241183646578,1,0.842960556427032,0.999999999917176,FALSE
"PGAP3",0,0,0,0,0,0,0,0,0,0.256251283234846,0.672633082064121,0.494911295975718,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.843020386226727,0.999999999917176,FALSE
"ASAH2B",0,0,0,0,0,0,0,0,0,0.263455990115466,0.629279518265351,0.494918370153627,1,0.740955019227351,0.830632506380491,0.896241183646578,1,0.843025361988312,0.999999999917176,FALSE
"MARK3",1,6,1,0,0,2.24916353885394,2.47767938349968,2.47767938349968,0,0.259567488288621,0.476214360350237,0.494928710397988,1,0.740830793502531,0.830632506380491,0.896241183646578,1,0.843032634819786,0.999999999917176,FALSE
"NFIX",1,4,0,0,0,1.96313198782732,0,0,0,0.394142399535791,0.494970157804477,0.495012546787383,1,0.788859530203078,0.830632506380491,0.896241183646578,1,0.843091593335372,0.999999999917176,FALSE
"C1orf53",0,0,0,0,0,0,0,0,0,0.255651890697622,0.677745625651373,0.49510277438501,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.843155030648417,0.999999999917176,FALSE
"TAFA3",0,2,0,0,0,3.09612479808456,0,0,0,0.29413889942384,0.666220540335206,0.495103030137887,1,0.754658198904399,0.830632506380491,0.896241183646578,1,0.843155210440044,0.999999999917176,FALSE
"FAM234A",1,3,0,1,0,1.53730592951666,4.8454325819818,4.8454325819818,0,0.614106716877694,0.244044184469226,0.495131678314477,1,0.890858317987522,0.830632506380491,0.896241183646578,1,0.843175348975593,0.999999999917176,FALSE
"NME1",0,0,0,0,0,0,0,0,0,0.25978344092102,0.651311744755172,0.495156148991744,1,0.740830793502531,0.830632506380491,0.896241183646578,1,0.843192549581635,0.999999999917176,FALSE
"BCL2L1",4,1,0,0,0,0.375351542350562,0,0,0,0.316268633785928,0.479471070020386,0.495206982840592,1,0.761247800531931,0.830632506380491,0.896241183646578,1,0.843228277175488,0.999999999917176,FALSE
"MYADML2",0,0,0,0,0,0,0,0,0,0.243889696181662,0.786982852466,0.495390664687905,1,0.736110095636553,0.848681884111716,0.896241183646578,1,0.843357330942977,0.999999999917176,FALSE
"ADGRG2",3,14,1,0,0,1.65787684937363,0.759342423845948,0.759342423845948,0,0.331096878600661,0.79769082735672,0.495398699886886,1,0.764705168879566,0.853980186008918,0.896241183646578,1,0.843362974870728,0.999999999917176,FALSE
"FAHD1",0,0,0,0,0,0,0,0,0,0.251657650184559,0.710237842831541,0.495530546324742,1,0.738862246897858,0.830632506380491,0.896241183646578,1,0.843455565261453,0.999999999917176,FALSE
"TMEM213",0,0,0,0,0,0,0,0,0,0.257764465384323,0.665802512517212,0.495530773747944,1,0.74023497147082,0.830632506380491,0.896241183646578,1,0.843455724941208,0.999999999917176,FALSE
"IFITM3",1,0,0,0,0,0,0,0,0,0.249692434077146,0.748485675141018,0.495541639005361,1,0.737756751940559,0.833767329504467,0.896241183646578,1,0.843463353599871,0.999999999917176,FALSE
"ANKRD42",1,5,0,0,0,1.3512157952668,0,0,0,0.692669254481331,0.323479165194696,0.495685854763905,1,0.920116455998147,0.830632506380491,0.896241183646578,1,0.843564587062313,0.999999999917176,FALSE
"ARL17A",0,0,0,0,0,0,0,0,0,0.256855285764995,0.672876824954975,0.495736760196582,1,0.739729660829601,0.830632506380491,0.896241183646578,1,0.84360031053834,0.999999999917176,FALSE
"SEC14L1",3,5,0,0,0,0.993755018655398,0,0,0,0.992301510207239,0.244543860707439,0.49577073568191,1,0.999212402602147,0.830632506380491,0.896241183646578,1,0.843624150319341,0.999999999917176,FALSE
"SPANXN4",1,2,0,0,0,0.478668782875622,0,0,0,0.43552069454838,0.293796616570925,0.495793105234214,1,0.808995096762338,0.830632506380491,0.896241183646578,1,0.843639845225066,0.999999999917176,FALSE
"EMC8",0,2,0,0,0,3.19402285029822,0,0,0,0.281384590280039,0.701633843445038,0.495829039517009,1,0.750843873707648,0.830632506380491,0.896241183646578,1,0.843665055292272,0.999999999917176,FALSE
"SPEGNB",0,0,0,0,0,0,0,0,0,0.255292777726647,0.684472830621426,0.495878600299336,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.843699820898147,0.999999999917176,FALSE
"ZNF417",3,4,0,0,0,0.717609428380384,0,0,0,0.628551737418418,0.248722904772673,0.495886864080258,1,0.897471710149207,0.830632506380491,0.896241183646578,1,0.843705617244713,0.999999999917176,FALSE
"PODXL2",0,4,0,0,0,2.07208934823256,0,0,0,0.423851569933665,0.49893460636695,0.495950444910992,1,0.802122340436844,0.830632506380491,0.896241183646578,1,0.843750209238771,0.999999999917176,FALSE
"BCL2L2",1,0,0,0,0,0,0,0,0,0.25428493216482,0.71588439165584,0.496034691456854,1,0.73944792283319,0.830632506380491,0.896241183646578,1,0.843809282439647,0.999999999917176,FALSE
"AMHR2",1,5,0,0,0,1.65355603583041,0,0,0,0.505570230270123,0.409099461103639,0.496068312199626,1,0.845620903778306,0.830632506380491,0.896241183646578,1,0.843832853119487,0.999999999917176,FALSE
